price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,age,km_per_year
299900,19000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2020.0,Blue, Dubai,Xdrive 40i,bmw,x5,6.0,3166.6666666666665
33000,105000,Perfect inside and out,Perfect inside and out,Dealer,Van,4.0,Manual Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,White, Sharjah,Standard,renault,dokker,7.0,15000.0
11000,380000,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2008.0,White, Dubai,GL,mitsubishi,lancer,18.0,21111.11111111111
139000,73000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Blue, Dubai,S-line,audi,a8,10.0,7300.0
43000,34000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,Other,175.0,Gasoline,Left Hand Side,2016.0,Blue, Dubai,Cooper,mini,countryman,10.0,3400.0
24500,106000,Perfect inside and out,Perfect inside and out,Owner,Coupe,8.0,Automatic Transmission,Japanese Specs,350.0,Gasoline,Left Hand Side,2006.0,White, Dubai,CLS 500,mercedes-benz,cls-class,20.0,5300.0
276500,57780,Perfect inside and out,Perfect inside and out,Dealer,Other,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,S,porsche,cayenne,8.0,7222.5
260000,28478,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Other,bmw,x4,5.0,5695.6
33000,105000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2012.0,Burgundy, Sharjah,Other,honda,pilot,14.0,7500.0
72000,52936,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Grey, Dubai,Other,volkswagen,touareg,11.0,4812.363636363636
32000,218000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2006.0,White, Dubai,S 350,mercedes-benz,s-class,20.0,10900.0
18000,191500,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2007.0,Blue, Abu Dhabi,523i,bmw,5-series,19.0,10078.947368421053
75000,167480,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Xdrive35i,bmw,x6,12.0,13956.666666666666
380000,69000,"No accidents, very few faults",Perfect inside and out,Owner,Coupe,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2018.0,White, Dubai,S 560 Coupe,mercedes-benz,s-class-coupe,8.0,8625.0
99999,53702,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Grey, Dubai,318i,bmw,3-series,8.0,6712.75
199000,133000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,White, Dubai,GLE 450 AMG,mercedes-benz,gle-class,10.0,13300.0
69000,2000,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,White, Sharjah,Other,dodge,charger,6.0,333.3333333333333
76000,68100,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,4.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2019.0,Orange, Dubai,Ecoboost,ford,mustang,7.0,9728.57142857143
314000,49000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,750.0,Gasoline,Left Hand Side,2020.0,White, Dubai,Other,jeep,grand-cherokee,6.0,8166.666666666667
20000,93000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,White, Abu Dhabi,S,nissan,sunny,10.0,9300.0
36000,69000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,White, Dubai,S,nissan,sentra,7.0,9857.142857142857
34500,65000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2018.0,Black, Sharjah,SE,hyundai,sonata,8.0,8125.0
175000,42414,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2017.0,Blue, Dubai,640i,bmw,6-series,9.0,4712.666666666667
52000,180000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,Gold, Ajman,740Li,bmw,7-series,12.0,15000.0
145000,153000,Perfect inside and out,Perfect inside and out,Dealer,Crossover,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,White, Dubai,HSE,land-rover,range-rover,12.0,12750.0
39500,85366,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,White, Dubai,GLS TOP,hyundai,sonata,9.0,9485.111111111111
210000,63500,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Grey, Dubai,Xdrive50i,bmw,x6,9.0,7055.555555555556
195000,124000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,White, Sharjah,Other,mercedes-benz,e-class,9.0,13777.777777777777
85000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2020.0,Black, Dubai,Other,mitsubishi,pajero,6.0,0.0
45000,81025,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Burgundy, Dubai,EX,honda,civic,9.0,9002.777777777777
48000,110000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2013.0,Gold, Dubai,V Series,cadillac,ctscatera,13.0,8461.538461538461
23000,150099,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,GLX,suzuki,ertiga,10.0,15009.9
120000,93262,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2017.0,Red, Dubai,Other,dodge,ram,9.0,10362.444444444445
77000,250000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Silver, Dubai,TOP,toyota,fj-cruiser,11.0,22727.272727272728
96999,103585,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Grey, Dubai,A 250,mercedes-benz,a-class,9.0,11509.444444444445
48000,165000,Perfect inside and out,Perfect inside and out,Owner,Van,4.0,Manual Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Standard,toyota,hiace,12.0,13750.0
48900,104158,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Manual Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,Black, Dubai,ST,ford,focus,11.0,9468.90909090909
48000,53686,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Other,mazda,3,10.0,5368.6
399000,27500,Perfect inside and out,Perfect inside and out,Owner,Coupe,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,S 560 Coupe,mercedes-benz,s-class-coupe,8.0,3437.5
134900,129000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Xdrive35i,bmw,x6,10.0,12900.0
70000,158000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Red, Dubai,GTI,volkswagen,golf,9.0,17555.555555555555
63000,150000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Brown, Sharjah,R32,volkswagen,golf,11.0,13636.363636363636
58000,130000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Red, Dubai,SXT Special Edition,dodge,charger,11.0,11818.181818181818
225000,72357,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Japanese Specs,250.0,Gasoline,Left Hand Side,2018.0,Silver, Dubai,S 400,mercedes-benz,s-class,8.0,9044.625
110000,22000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Double Cab GLX AWD P,toyota,hilux,10.0,2200.0
105000,72000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2018.0,White, Dubai,C300 Luxury,mercedes-benz,c-class,8.0,9000.0
59500,163572,Perfect inside and out,Perfect inside and out,Dealer,Van,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2017.0,White, Dubai,Other,ford,van,9.0,18174.666666666668
135000,84461,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2009.0,Black, Dubai,Other,aston-martin,db9,17.0,4968.294117647059
56000,79533,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2014.0,White, Dubai,Other,honda,cr-v,12.0,6627.75
60000,128979,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Blue, Dubai,SR,nissan,maxima,10.0,12897.9
167950,89000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2016.0,White, Dubai,LE Platinum,nissan,patrol,10.0,8900.0
75000,154183,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Dubai,Limited,jeep,grand-cherokee,11.0,14016.636363636364
36500,133223,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,LTZ,chevrolet,trax,10.0,13322.3
157500,133608,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,Standard,porsche,cayenne,10.0,13360.8
159000,106760,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Black, Dubai,SRT,jeep,grand-cherokee,9.0,11862.222222222223
63500,142123,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2012.0,Black, Dubai,Other,audi,a7,14.0,10151.642857142857
310000,23951,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2015.0,Brown, Dubai,Other,aston-martin,db9,11.0,2177.3636363636365
54000,16000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2019.0,Silver, Sharjah,Other,kia,sportage,7.0,2285.714285714286
59900,92995,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,White, Dubai,320i,bmw,3-series,10.0,9299.5
25000,201000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2014.0,Silver, Dubai,SE,ford,fusion,12.0,16750.0
168000,158000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Black, Al Ain,Premium,cadillac,escalade,9.0,17555.555555555555
65000,50431,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2021.0,White, Dubai,Other,fiat,fiat-500,5.0,10086.2
69000,42842,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2016.0,Silver, Dubai,GT Premium,ford,mustang,10.0,4284.2
109900,101516,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,435i,bmw,4-series,10.0,10151.6
65000,210000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4.0,Manual Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,White, Dubai,Double Cab GL,toyota,hilux,7.0,30000.0
31500,142000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Brown, Dubai,EX,kia,sportage,11.0,12909.09090909091
65000,79000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Red, Dubai,Classic,volvo,v-class,8.0,9875.0
47500,81000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,Japanese Specs,550.0,Gasoline,Left Hand Side,2007.0,Black, Dubai,S 550,mercedes-benz,s-class,19.0,4263.1578947368425
108000,160000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2018.0,Blue, Dubai,GT Premium,ford,mustang,8.0,20000.0
185000,5699,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,White, Dubai,C200,mercedes-benz,c-class,7.0,814.1428571428571
80000,235000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Silver, Dubai,TX,toyota,prado,15.0,15666.666666666666
122900,41700,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,GTI,volkswagen,golf,7.0,5957.142857142857
11500,193000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,European Specs,350.0,Gasoline,Left Hand Side,1998.0,White, Sharjah,1/2 Ultra,lexus,ls-series,28.0,6892.857142857143
100000,123572,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,White, Abu Dhabi,L,audi,a8,11.0,11233.818181818182
22500,66000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,White, Dubai,LS,chevrolet,aveo,10.0,6600.0
76000,54000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2010.0,Black, Dubai,Tx-l MID,toyota,prado,16.0,3375.0
69000,129000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2018.0,Silver, Abu Dhabi,EX,toyota,rav-4,8.0,16125.0
199500,87570,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2015.0,Grey, Dubai,X5M,bmw,x5,11.0,7960.909090909091
224990,52413,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2019.0,White, Dubai,Luxury,infiniti,q80,7.0,7487.571428571428
106000,17500,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2021.0,Silver, Dubai,R/T,dodge,challenger,5.0,3500.0
280000,22680,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,Other,land-rover,range-rover-velar,7.0,3240.0
189900,128123,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2016.0,White, Dubai,X6M,bmw,x6,10.0,12812.3
56000,114000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,Silver, Dubai,520i Exclusive,bmw,5-series,11.0,10363.636363636364
279000,10,Perfect inside and out,Perfect inside and out,Dealer,Van,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,Black, Dubai,V 250,mercedes-benz,v-class,5.0,2.0
241550,23868,"A bit of wear & tear, all repaired",Perfect inside and out,Dealership/Certified Pre-Owned,Coupe,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,Grey, Dubai,C200,mercedes-benz,c-class,5.0,4773.6
60000,119351,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,White, Sharjah,Ambition,audi,a3,11.0,10850.09090909091
133000,71000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2020.0,Gold, Dubai,Super Safari,nissan,patrol,6.0,11833.333333333334
33000,74000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,North American Specs,175.0,Gasoline,Left Hand Side,2017.0,White, Sharjah,SR,nissan,altima,9.0,8222.222222222223
14000,210000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2009.0,Black, Sharjah,Other,nissan,altima,17.0,12352.941176470587
11000,247426,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2009.0,Grey, Dubai,XLT,ford,escape,17.0,14554.470588235294
410000,32000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2016.0,Yellow, Dubai,S,mercedes-benz,gt,10.0,3200.0
138000,31500,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2019.0,Silver, Dubai,Premiere,lincoln,continental,7.0,4500.0
185000,119000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Blue, Dubai,GTS,porsche,macan,9.0,13222.222222222223
71000,187784,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,Black, Abu Dhabi,1500 Laramie Crew,dodge,ram,12.0,15648.666666666666
48000,148000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Manual Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Gold, Dubai,S-line,audi,q3,13.0,11384.615384615385
22000,279000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Grey, Dubai,EX,kia,sorento,15.0,18600.0
333000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2021.0,Grey, Abu Dhabi,LE Platinum,nissan,patrol,5.0,0.0
34000,2000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Manual Transmission,North American Specs,125.0,Gasoline,Left Hand Side,2021.0,Blue, Dubai,LS,chevrolet,spark,5.0,400.0
